City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
367,Desna,UA,50.93,30.76,55.99,100,0,2.24,clear sky
368,Poltavka,RU,54.37,71.76,39.36,98,100,12.41,overcast clouds
369,Mutata,CO,7.24,-76.44,72.54,84,100,2.28,overcast clouds
370,Sayyan,YE,15.17,44.32,64.78,23,0,3.13,clear sky
371,Thinadhoo,MV,0.53,72.93,83.68,75,11,10.69,few clouds
372,Ostrovnoy,RU,68.05,39.51,33.04,91,99,17.6,overcast clouds
373,Harnosand,SE,62.63,17.94,42.01,91,100,4.7,overcast clouds
374,Tamworth,GB,52.63,-1.7,44.01,93,20,6.93,few clouds
375,Povenets,RU,62.85,34.83,35.04,88,91,9.57,overcast clouds
376,Severodvinsk,RU,64.56,39.83,32,97,90,4.47,overcast clouds
377,Palembang,ID,-2.92,104.75,87.8,62,40,4,scattered clouds
378,Miquelon,PM,47.1,-56.38,52.86,93,100,18.34,overcast clouds
379,Viedma,AR,-40.81,-63,63,86,100,4,moderate rain
380,Kozienice,PL,51.58,21.55,46.99,97,0,4.85,clear sky
381,Chesma,RU,53.81,60.65,50.27,60,100,12.53,overcast clouds
382,Sibu,MY,2.3,111.82,91.4,59,40,6.93,scattered clouds
383,Sosnovo-Ozerskoye,RU,52.52,111.54,38.5,73,100,4.52,overcast clouds
384,Pathein,MM,16.78,94.73,86.83,70,98,4.79,overcast clouds
385,Novaya Igirma,RU,57.13,103.91,34.02,87,100,8.63,overcast clouds
386,Osa,RU,57.28,55.46,36.75,83,97,3.15,overcast clouds
387,Sao Francisco De Paula,BR,-29.45,-50.58,61,85,0,1.99,light rain
388,Arlit,NE,18.74,7.39,75.33,18,0,10.71,clear sky
389,Iwaki,JP,37.05,140.88,64.99,47,24,3,few clouds
390,Ajdabiya,LY,30.76,20.23,69.12,62,0,2.33,clear sky
391,Polunochnoye,RU,60.87,60.42,29.21,97,98,2.37,overcast clouds
392,Wewak,PG,-3.55,143.63,83.79,70,100,6.76,overcast clouds
393,Shubarshi,KZ,48.59,57.19,57.74,62,69,15.9,broken clouds
394,Sola,VU,-13.88,167.55,84.2,74,75,2.24,broken clouds
395,Iquique,CL,-20.22,-70.14,62.6,77,90,5.82,overcast clouds
396,Charters Towers,AU,-20.1,146.27,91.26,23,57,12.12,light rain
397,Leeton,AU,-34.57,146.4,66.2,55,75,11.41,broken clouds
398,Bella Union,UY,-30.28,-57.6,66.33,90,0,8.48,clear sky
399,Ibatiba,BR,-20.23,-41.51,64.51,98,100,2.55,moderate rain
400,Fort Nelson,CA,58.81,-122.7,15.8,72,75,2.24,broken clouds
401,Presidente Medici,BR,-11.18,-61.9,73.06,96,100,3.58,moderate rain
402,Supaul,IN,26.12,86.6,88.45,50,19,2.53,few clouds
403,Lake City,US,30.19,-82.64,69.8,100,75,2.86,mist
404,Kenai,US,60.55,-151.26,44.6,56,90,11.41,overcast clouds
405,Agira,IT,37.66,14.52,60.8,100,20,13.87,few clouds
406,Quatre Cocos,MU,-20.21,57.76,78.8,61,75,16.11,shower rain
407,Kaohsiung,TW,22.62,120.31,84.2,66,75,9.17,broken clouds
408,Aksu,CN,41.12,80.26,61.07,26,100,7.4,overcast clouds
409,Clarksburg,US,39.28,-80.34,46.99,75,90,9.17,overcast clouds
410,Washington,US,47.5,-120.5,33.8,55,90,13.87,overcast clouds
411,Tamandare,BR,-8.76,-35.1,75.06,84,0,4.52,clear sky
412,Palana,RU,59.12,159.97,34.7,86,100,5.39,overcast clouds
413,Barra Patuca,HN,15.8,-84.28,76.39,93,100,9.66,light rain
414,Les Cayes,HT,18.2,-73.75,78.57,82,85,5.46,overcast clouds
415,Kem,RU,64.96,34.58,31.91,96,94,10.02,overcast clouds
416,Elko,US,41,-115.5,46.4,83,75,4.7,broken clouds
417,Hay River,CA,60.82,-115.8,15.8,85,40,8.05,scattered clouds
418,Zhangjiakou,CN,40.81,114.88,62.51,30,0,2.15,clear sky
419,Poplar Bluff,US,36.76,-90.39,50,76,90,3.36,overcast clouds
420,San Luis,AR,-33.3,-66.34,63.21,75,21,11.03,heavy intensity rain
421,Dauphin,CA,51.15,-100.05,23,79,90,6.93,overcast clouds
422,Puerto Escondido,MX,15.85,-97.07,79.02,78,100,5.39,light rain
423,Ornskoldsvik,SE,63.29,18.72,28.4,100,100,3.36,light rain
424,Hammerfest,NO,70.66,23.68,35.6,80,99,10.29,overcast clouds
425,Macas,EC,-2.32,-78.12,65.16,76,97,3.62,overcast clouds
426,Port Arthur,CN,38.8,121.27,66.2,39,0,8.95,clear sky
427,Usinsk,RU,65.99,57.53,22.96,97,100,4.03,light snow
428,San Patricio,US,28.02,-97.52,70,100,1,5.21,clear sky
429,Tyrma,RU,50.08,132.17,42.8,63,0,5.01,clear sky
430,Nikolayevsk-Na-Amure,RU,53.14,140.73,42.91,89,100,11.54,moderate rain
431,Souillac,MU,-20.52,57.52,78.8,61,75,16.11,shower rain
432,Lipari,IT,38.47,14.95,66,73,2,5.99,clear sky
433,Chimbote,PE,-9.09,-78.58,60.87,89,75,4.05,broken clouds
434,Morondava,MG,-20.28,44.28,86.74,44,51,3.4,broken clouds
435,Marawi,PH,8,124.29,78.01,88,100,1.01,light rain
436,Belyy Yar,RU,53.6,91.39,33.8,40,0,6.71,clear sky
437,Vao,NC,-22.67,167.48,72.81,84,77,19.44,broken clouds
438,Prado,BR,-17.34,-39.22,72.66,91,87,7.09,overcast clouds
439,Kailua,US,21.4,-157.74,80.6,78,40,4.7,scattered clouds
440,Puri,IN,19.8,85.85,86,74,20,6.93,haze
441,Saint George,US,37.1,-113.58,62.6,42,0,4.7,clear sky
442,Balakhninskiy,RU,58.01,114.28,36.09,84,100,2.62,overcast clouds
443,Morros,BR,-9.45,-46.3,73.53,82,99,1.88,overcast clouds
444,Coquimbo,CL,-29.95,-71.34,55.4,87,0,6.93,clear sky
445,Azul,AR,-36.78,-59.86,64,96,100,5.01,light rain
446,Priekule,LV,56.45,21.59,42.8,100,93,2.24,overcast clouds
447,Todos Santos,MX,23.45,-110.22,80.01,86,0,1.99,clear sky
448,Kidal,ML,18.44,1.41,75.2,18,0,11.12,clear sky
449,Caravelas,BR,-17.71,-39.25,73.45,90,100,5.75,light rain
450,Tampilisan,PH,8.02,122.68,75.47,93,100,7.47,light rain
451,Marzuq,YE,14.4,46.47,77.99,16,5,3.56,clear sky
452,Bogandinskiy,RU,56.89,65.89,33.8,100,90,6.71,light intensity shower rain
453,Umm Lajj,SA,25.02,37.27,89.24,30,0,7.18,clear sky
454,Macomb,US,40.46,-90.67,39,75,90,10.29,overcast clouds
455,Berdigestyakh,RU,62.1,126.7,24.31,96,0,4.45,clear sky
456,Cumberland,US,35.05,-78.87,68,93,1,3.18,mist
457,Visby,SE,57.64,18.3,51.01,100,100,9.17,overcast clouds
458,Hamilton,US,39.18,-84.53,46.4,70,90,8.05,overcast clouds
459,Susaki,JP,33.37,133.28,68,49,20,6.93,few clouds
460,Yulara,AU,-25.24,130.99,78.8,18,0,8.05,clear sky
461,San-Pedro,CI,4.75,-6.64,75.51,91,100,4.29,light rain
462,Ginda,IN,30.69,78.49,72,22,0,6.76,clear sky
463,Khalilabad,IN,26.77,83.07,87.89,28,0,8.32,clear sky
464,Brae,GB,60.4,-1.35,48.2,76,0,10.29,clear sky
465,Chililabombwe,ZM,-12.36,27.82,80.04,29,94,7.49,overcast clouds
466,Nova Esperanca,BR,4.44,-61.12,70.11,87,87,3.74,overcast clouds
467,Noyabrsk,RU,63.2,75.45,21.74,94,100,15.77,overcast clouds
468,Ekhabi,RU,53.51,142.97,42.94,94,100,14,overcast clouds
469,Tete,MZ,-16.16,33.59,82.4,51,0,5.82,clear sky
470,Altamira,BR,-3.2,-52.21,74.93,82,94,3.27,overcast clouds
471,Taunggyi,MM,20.78,97.03,76.87,67,97,1.88,overcast clouds
472,Rocha,UY,-34.48,-54.33,63.52,96,100,6.76,overcast clouds
473,Hohhot,CN,40.81,111.65,62.6,29,0,6.71,clear sky
474,Pochutla,MX,15.74,-96.47,77,90,66,3.89,broken clouds
475,Terrace,CA,54.52,-128.6,28.4,54,20,17.22,few clouds
476,Gold Coast,AU,-28,153.43,71.01,77,100,18.34,light rain
477,Sembakung,ID,3.82,117.25,92.62,55,32,1.52,scattered clouds
478,Jacmel,HT,18.23,-72.53,82.4,74,65,18.34,broken clouds
479,Husavik,IS,66.04,-17.34,39.2,86,90,12.75,overcast clouds
480,Ashqelon,IL,31.67,34.57,79,65,40,11.41,scattered clouds
481,Gazli,UZ,40.13,63.45,62.6,30,0,9.46,clear sky
482,Ekibastuz,KZ,51.67,75.37,36.5,81,100,29.73,overcast clouds
483,Jumla,NP,29.27,82.18,67.8,22,0,6.44,clear sky
484,Oktyabrskoye,RU,43.06,44.74,51.8,66,94,2.24,overcast clouds
485,Tabou,CI,4.42,-7.35,76.84,88,100,3.8,light rain
486,Anuradhapura,LK,8.36,80.42,90.97,52,97,9.26,light rain
487,Half Moon Bay,US,37.46,-122.43,59,93,90,5.82,overcast clouds
488,Lynn Haven,US,30.25,-85.65,68,93,90,1.61,mist
489,Sydney,AU,-33.87,151.21,55.4,93,90,24.16,moderate rain
490,Kamenka,RU,51.32,42.77,53.01,92,75,1.01,broken clouds
491,Butterworth,MY,5.4,100.36,86,74,40,9.17,heavy intensity rain
492,Chama,CH,47.18,8.46,45,100,75,2.82,fog
493,Elizabeth City,US,36.29,-76.25,64.99,95,100,5.17,overcast clouds
494,Owensboro,US,37.77,-87.11,51.8,76,90,10.29,overcast clouds
495,Ejura,GH,7.39,-1.36,73.42,91,48,4.85,scattered clouds
496,Albanel,CA,48.88,-72.45,30.2,63,90,11.41,overcast clouds
497,Kimbe,PG,-5.55,150.14,82.92,79,100,2.46,light rain
498,Sisimiut,GL,66.94,-53.67,20.57,88,76,11.34,broken clouds
499,Jalu,LY,29.03,21.55,67.41,57,0,2.51,clear sky
500,Newtonmore,GB,57.07,-4.12,46.4,75,100,2.24,overcast clouds
501,Aykhal,RU,66,111.5,8.6,71,0,8.95,clear sky
502,San Andres,CO,12.58,-81.7,80.6,88,90,4.7,overcast clouds
503,Afua,BR,-0.16,-50.39,76.5,89,53,4.34,broken clouds
504,Abha,SA,18.22,42.51,69.8,17,0,3.24,clear sky
505,Maholi,IN,27.67,80.47,89.46,19,0,6.31,clear sky
506,Sorong,ID,-0.88,131.25,84.9,71,99,8.37,heavy intensity rain
507,Port Blair,IN,11.67,92.75,84.31,72,93,7.05,moderate rain
508,Coihaique,CL,-45.58,-72.07,38.77,85,100,6.6,overcast clouds
509,Brest,BY,52.1,23.7,42.8,100,0,4.47,fog
510,Homer,US,59.64,-151.55,48,93,1,7.07,clear sky
511,Chaozhou,CN,23.67,116.64,82.4,39,0,6.71,clear sky
512,Santiago,CL,-33.46,-70.65,55.99,87,100,6.93,light rain
513,Callaway,US,30.15,-85.57,68,94,1,3.36,mist
514,Tuatapere,NZ,-46.13,167.68,48,94,100,8.99,moderate rain
515,Banda Aceh,ID,5.56,95.32,81.9,71,100,10.87,moderate rain
516,Aksarka,RU,66.56,67.8,12.65,96,0,7.05,clear sky
517,Cristobal Obregon,MX,16.35,-93.53,69.15,88,99,2.84,overcast clouds
518,Kirakira,SB,-10.45,161.92,81.23,81,9,9.15,light rain
519,Trabzon,TR,40.92,39.83,69.8,49,0,4.7,clear sky
520,Sioux Lookout,CA,50.1,-91.92,23,79,90,2.24,overcast clouds
521,Kinshasa,CD,-4.32,15.32,75.2,88,75,3.36,broken clouds
522,Fukue,JP,32.69,128.84,66.2,59,75,12.75,broken clouds
523,Emerald,AU,-23.53,148.17,89.6,31,40,11.41,scattered clouds
524,Nome,US,64.5,-165.41,37.4,86,90,6.93,overcast clouds
525,Kalur Kot,PK,32.16,71.26,85.98,14,0,8.01,clear sky
526,Passo De Camaragibe,BR,-9.24,-35.49,71.6,94,20,2.24,few clouds
527,Marrakesh,MA,31.63,-8.01,55.4,82,0,2.24,clear sky
528,Alice Springs,AU,-23.7,133.88,77,23,0,11.41,clear sky
529,Itarema,BR,-2.92,-39.92,80.08,76,99,15.03,overcast clouds
530,Bereda,ES,43.27,-7.54,52,100,100,7,overcast clouds
531,Rio Grande City,US,26.38,-98.82,69.01,83,0,10.87,clear sky
532,Wellington,NZ,-41.29,174.78,62.6,82,83,26.4,broken clouds
533,Amahai,ID,-3.33,128.92,83.64,69,100,5.77,overcast clouds
534,Peleduy,RU,59.63,112.74,33.87,92,100,8.99,overcast clouds
535,Hillsborough,US,37.57,-122.38,59,82,75,6.93,broken clouds
536,Amberley,US,39.2,-84.43,46.4,70,90,8.05,overcast clouds
537,Kalga,RU,50.93,118.9,42.01,61,99,3.11,overcast clouds
538,Rawah,IQ,34.48,41.91,82.33,15,100,6.62,overcast clouds
539,Russellville,US,35.28,-93.13,50,87,90,3.4,overcast clouds
540,Boudry,CH,46.95,6.84,46.4,93,20,4.14,few clouds
541,Tallahassee,US,30.44,-84.28,68,100,90,4.7,fog
542,Taixing,CN,32.17,120.01,75,43,0,1.99,clear sky
543,Bathsheba,BB,13.22,-59.52,82.4,74,20,19.46,few clouds
544,Padang,ID,-0.95,100.35,85.87,58,44,6.26,scattered clouds
545,Beyneu,KZ,45.32,55.2,66.38,42,98,16.35,overcast clouds
546,Broome,US,42.25,-75.83,37,87,1,3.98,clear sky
547,Umba,RU,66.69,34.34,29.32,97,26,8.12,scattered clouds
548,Marsa Matruh,EG,31.35,27.25,75.2,69,40,8.05,scattered clouds
549,Makakilo City,US,21.35,-158.09,77,83,20,1.14,few clouds
550,Champerico,GT,14.3,-91.92,66,97,59,4.74,broken clouds
551,Agadir,MA,30.42,-9.6,51.8,87,0,1.99,clear sky
552,Lufilufi,WS,-13.87,-171.6,77,100,90,4.72,light intensity drizzle
553,Xuddur,SO,4.12,43.89,81.61,65,41,12.55,moderate rain
554,Skelleftea,SE,64.75,20.95,15.8,92,100,4.7,overcast clouds
555,Tyup,KG,42.73,78.36,47.34,47,100,4.34,overcast clouds
556,Kavaratti,IN,10.57,72.64,86,70,20,4.7,few clouds
557,Mairwa,IN,26.23,84.15,88.02,29,0,10.96,clear sky
558,Nouadhibou,MR,20.93,-17.03,73.4,56,100,17.22,overcast clouds
559,Bonavista,CA,48.65,-53.11,48,79,100,1.99,light rain
560,Lincoln,US,40.8,-96.67,34,69,90,11.41,overcast clouds
561,Mangai,CD,-4.05,19.53,77.56,81,100,3.06,overcast clouds
562,Sambava,MG,-14.27,50.17,80.26,60,6,11.05,clear sky
563,Erdenet,MN,49.03,104.08,41.07,61,100,13.24,overcast clouds
564,Lesosibirsk,RU,58.24,92.48,30.6,89,100,8.86,overcast clouds
565,Komsomolskiy,UZ,40.43,71.72,55.4,30,0,2.24,clear sky
566,Manado,ID,1.49,124.85,89.6,62,40,12.75,scattered clouds
567,Sfantu Gheorghe,RO,45.87,25.78,39.99,82,100,21,overcast clouds
568,Aswan,EG,24.09,32.91,80.22,27,0,17.83,clear sky
569,Rethimnon,GR,35.36,24.47,73,82,0,1.32,clear sky
570,Launceston,AU,-41.45,147.17,59,46,90,18.34,overcast clouds
571,Sao Filipe,CV,14.9,-24.5,80.74,72,100,14.56,overcast clouds
572,Tautira,PF,-17.73,-149.15,77,78,75,9.17,broken clouds
573,Alenquer,BR,-1.94,-54.74,75.2,94,20,2.24,few clouds
574,West Wendover,US,40.74,-114.07,42.8,56,1,4.7,clear sky
575,Bulgan,MN,48.81,103.53,42.49,55,97,16.42,overcast clouds
576,Kalmunai,LK,7.42,81.82,89.73,53,100,9.26,overcast clouds
577,Yeppoon,AU,-23.13,150.73,77,78,90,4.7,light rain
578,Novovasylivka,UA,46.83,35.75,62.85,60,100,6.96,overcast clouds
579,Shache,CN,38.42,77.24,63.1,24,100,9.51,overcast clouds
580,Lysyye Gory,RU,51.55,44.84,54.86,89,100,15.3,light rain
581,Buraydah,SA,26.33,43.98,68,30,0,2.24,clear sky
582,Kurilsk,RU,45.23,147.88,48.92,73,70,18.5,light rain
583,Bilibino,RU,68.05,166.44,17.85,88,0,1.36,clear sky
584,Kilindoni,TZ,-7.91,39.67,80.83,73,26,8.63,scattered clouds
585,Kaduqli,SD,11.02,29.72,84.61,29,0,8.97,clear sky
586,Nakhon Thai,TH,17.1,100.84,87.8,31,20,2.24,few clouds
587,Kyzyl-Mazhalyk,RU,51.13,90.6,30.74,70,0,3.13,clear sky
588,Bubaque,GW,11.28,-15.83,82.53,83,0,9.08,clear sky
589,Maceio,BR,-9.67,-35.74,71.6,94,20,2.24,few clouds
590,Castrillon,ES,43.4,-6.79,55.4,87,75,8.05,broken clouds
591,Fare,PF,-16.7,-151.02,80.01,73,14,5.06,light rain
592,Mirador,BR,-6.37,-44.36,71.56,92,100,2.24,moderate rain
593,Anchorage,US,61.22,-149.9,41,64,90,3.11,heavy intensity rain
594,Diego De Almagro,CL,-26.37,-70.05,49.17,66,82,0.49,broken clouds
595,Koshurnikovo,RU,54.17,93.3,28.09,82,99,7.16,overcast clouds
596,Kijini,TZ,-5.85,39.32,84.2,66,40,11.41,scattered clouds
597,Fez,MA,34.04,-5,48.2,93,0,10.29,clear sky
598,Lagdo,CM,9.05,13.73,81.63,48,100,4.23,overcast clouds
599,Clocolan,ZA,-28.91,27.57,73.4,43,0,5.48,clear sky
600,Mankono,CI,8.06,-6.19,70.99,89,6,2.75,clear sky
601,Zychlin,PL,52.24,19.63,46.99,100,90,2.24,fog
602,Makkaveyevo,RU,51.75,113.95,46.4,42,100,11.18,overcast clouds
603,Auki,SB,-8.77,160.7,81.18,80,91,2.68,moderate rain
604,Maningrida,AU,-12.07,134.27,85.84,60,0,10.76,light rain
605,Yengema,SL,8.72,-11.17,67.86,99,87,0.4,overcast clouds
606,Linxia,CN,35.6,103.21,57.06,38,99,2.89,overcast clouds
607,Rehoboth,NA,-23.32,17.08,78.64,18,97,4.36,overcast clouds
608,Stratford,US,41.18,-73.13,45,73,100,12.86,overcast clouds
609,Natal,BR,-5.79,-35.21,73.4,94,40,3.36,scattered clouds
610,Port Moresby,PG,-9.44,147.18,87.8,66,40,20.8,haze
611,Bosaso,SO,11.28,49.18,87.8,55,0,4.7,clear sky
612,Vestmannaeyjar,IS,63.44,-20.27,44.38,72,75,15.3,broken clouds
613,Xinqing,CN,48.23,129.5,43.75,62,0,7.4,clear sky
614,Gushikawa,JP,26.35,127.87,77,53,40,11.41,scattered clouds
615,Wanaka,NZ,-44.7,169.15,56.82,83,100,4.7,light rain
616,Douglas,US,41.3,-96.17,33.01,87,90,6.93,overcast clouds
617,Obo,CF,5.4,26.49,79.09,81,96,3.09,overcast clouds
618,Altay,CN,47.87,88.12,35.22,65,0,5.1,clear sky
619,Meulaboh,ID,4.14,96.13,84,66,94,2.26,overcast clouds
620,Lichinga,MZ,-13.31,35.24,77.02,46,47,8.16,scattered clouds
621,Kuliyapitiya,LK,7.47,80.04,86,74,40,8.05,scattered clouds
622,Shonguy,RU,68.75,33.15,28.4,92,0,4.16,clear sky
623,Rio Gallegos,AR,-51.62,-69.22,44.6,93,90,4.7,overcast clouds
624,Hereford,GB,52.06,-2.71,46,92,98,13.27,moderate rain
625,Chara,RU,56.91,118.26,31.91,92,100,0.47,overcast clouds
626,Benguela,AO,-12.58,13.41,77,83,75,4.7,broken clouds
627,Ketchikan,US,55.34,-131.65,41,59,1,2.91,clear sky
628,Malanje,AO,-9.54,16.34,75.06,75,79,1.86,broken clouds
629,Gemena,CD,3.25,19.77,74.66,92,100,2.44,overcast clouds
630,Veere,NL,51.55,3.67,53.6,87,100,18.34,overcast clouds
631,Crystal Beach,CA,42.87,-79.06,39.99,87,25,7.27,scattered clouds
632,Meadow Lake,US,34.8,-106.54,66.2,22,90,11.41,overcast clouds
633,Cap-Aux-Meules,CA,47.38,-61.86,43.97,78,100,26.22,overcast clouds
634,Shingu,JP,33.73,135.98,66.2,48,20,13.87,few clouds
635,Russell,US,32.35,-85.2,68,94,90,1.45,overcast clouds
636,Seymchan,RU,62.88,152.43,28.11,93,100,9.64,overcast clouds
637,Misratah,LY,32.38,15.09,72.86,71,8,8.28,clear sky
638,Jiaonan,CN,35.88,119.98,68,34,0,6.71,clear sky
639,Redmond,US,47.67,-122.12,39.99,90,8,3.4,clear sky
640,Singleton,AU,-32.57,151.18,59,86,100,4,light rain
641,Hami,CN,42.8,93.45,56.59,33,0,6.13,clear sky
642,Kindu,CD,-2.95,25.95,72.75,96,100,3.98,overcast clouds
643,Huilong,CN,31.81,121.66,73.99,60,0,4,clear sky
644,Gunjur,GM,13.2,-16.73,77,100,20,9.93,few clouds
645,Semnan,IR,35.57,53.4,65.7,28,0,4.63,clear sky
646,Porangatu,BR,-13.44,-49.15,69.78,96,100,2.62,overcast clouds
647,Kununurra,AU,-15.77,128.73,95,44,100,20.8,thunderstorm
648,Kendari,ID,-3.94,122.5,88.16,60,19,7.49,few clouds
649,Iowa City,US,41.66,-91.53,36,74,1,9.17,clear sky
650,Rochegda,RU,62.8,43.25,29.88,96,73,8.48,broken clouds
651,Izmit,TR,40.77,29.92,60.8,100,40,2.24,fog
652,Port Antonio,JM,18.18,-76.46,82.4,78,40,21.92,scattered clouds
653,Hofn,IS,64.25,-15.21,42.71,82,100,15.7,overcast clouds
654,Olafsvik,IS,64.89,-23.71,42.03,82,100,35.25,overcast clouds
655,Puerto Cabezas,NI,14.04,-83.39,77.25,89,100,3.11,overcast clouds
656,Cayenne,GF,4.93,-52.33,75.2,100,20,2.24,few clouds
657,Bam,IR,29.11,58.36,72.75,19,0,12.91,clear sky
658,Tucurui,BR,-3.77,-49.67,75.52,88,85,2.84,overcast clouds
659,Peace River,CA,56.25,-117.29,16,78,20,12.75,few clouds
660,Krasnyy Chikoy,RU,50.36,108.75,45.03,58,50,9.24,scattered clouds
661,Bridlington,GB,54.08,-0.19,46.4,81,0,12.75,clear sky
662,Frankfurt,DE,50.12,8.68,53.01,93,20,1.12,few clouds
663,Gevrai,IN,19.27,75.75,84.52,55,8,2.21,clear sky
664,Nagpur,IN,21.15,79.1,87.8,55,0,3.24,haze
665,Alyangula,AU,-13.85,136.42,93.2,38,97,5.82,overcast clouds
666,Xique-Xique,BR,-10.82,-42.73,77.18,67,93,14.07,overcast clouds
667,Pavino,RU,59.11,46.14,34.66,86,100,6.2,overcast clouds
668,Aksum,ET,14.12,38.72,73.29,22,62,8.75,broken clouds
669,Vranje,RS,42.55,21.9,48,94,100,3.38,moderate rain
670,Bandar-E Lengeh,IR,26.56,54.88,86,33,0,11.41,clear sky
671,Oksfjord,NO,70.24,22.35,35.6,93,96,2.24,light intensity drizzle
672,Aktash,RU,50.3,87.73,19.58,71,79,4.79,broken clouds
673,Muyezerskiy,RU,63.93,31.65,30.31,97,81,6.96,broken clouds
674,Jaisalmer,IN,26.91,70.92,90.25,16,0,2.35,clear sky
675,Octeville,FR,49.63,-1.64,50,93,0,13.87,clear sky
676,Kolda,SN,12.88,-14.95,77,100,0,0.65,clear sky
677,Tayoltita,MX,24.08,-105.93,68.34,67,11,4.25,few clouds
678,Khipro,PK,25.83,69.38,91.63,17,0,4.29,clear sky
679,Bagenalstown,IE,52.7,-6.96,44.01,81,0,3,clear sky
680,Mehamn,NO,71.04,27.85,37.26,79,86,11.9,overcast clouds
681,Nova Prata,BR,-28.78,-51.61,62.01,99,10,2.98,clear sky
682,Iranshahr,IR,27.2,60.68,78.8,15,0,2.46,clear sky
683,Wattegama,LK,6.8,81.48,93.2,56,20,8.05,few clouds
684,Morden,CA,49.19,-98.1,24.8,73,90,5.82,overcast clouds
685,Butembo,CD,0.15,29.28,66.34,90,100,1.92,light rain
686,Flinders,AU,-34.58,150.86,55.99,87,100,5.99,light rain
687,Rovinj,HR,45.08,13.64,55.4,93,20,4.7,few clouds
688,Manzhouli,CN,49.6,117.43,40.66,67,100,6.24,overcast clouds
689,Aloleng,PH,16.13,119.78,84.6,77,100,9.78,overcast clouds
690,Paita,PE,-5.09,-81.11,63.23,81,87,9.01,overcast clouds
691,Surgut,RU,61.25,73.42,23,100,90,13.42,light snow
692,Tuy Hoa,VN,13.08,109.3,82.58,78,35,8.68,light rain
693,Talcahuano,CL,-36.72,-73.12,48.2,93,0,6.93,clear sky
694,Tommot,RU,58.96,126.29,32.68,94,100,3.91,overcast clouds
695,Camana,PE,-16.62,-72.71,61.79,79,100,6.02,overcast clouds
696,Batemans Bay,AU,-35.72,150.18,57,94,100,4,overcast clouds
